JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed
232,18,92,2,8.6,0,1,0,1,0,1,2528,20,0,1,0,1
284,27,87,2,7.7,0,1,0,1,2,2,2529,20,1,2,1,2
182,26,84,4,11.4,0,0,0,0,1,1,2530,21,1,2,1,2
222,25,84,2,6.0,0,1,0,1,2,2,2531,16,0,1,0,3
112,29,72,2,14.1,0,1,0,0,2,1,2532,18,1,1,0,2
134,7,73,2,3.6,0,1,1,0,1,2,2533,15,0,2,0,1
224,24,70,2,14.2,0,0,1,1,1,0,2535,18,1,0,1,3
165,25,99,3,1.4,0,0,1,1,1,2,2536,19,1,2,2,2
190,17,82,3,9.0,0,0,1,0,2,0,2537,20,0,2,2,2
200,31,79,3,13.4,0,1,0,1,0,1,2538,17,0,0,1,2
186,23,92,3,4.2,1,0,1,1,1,1,2539,16,1,1,0,1
238,19,100,3,6.8,1,0,1,1,0,2,2540,15,0,2,1,2
187,21,96,5,18.9,0,1,0,1,0,0,2541,17,0,2,0,1
153,16,88,5,12.9,0,0,1,1,2,1,2542,18,0,1,1,2
198,26,96,2,8.3,0,0,0,1,0,0,2543,16,1,2,2,3
166,8,68,1,20.0,0,1,0,1,1,1,2544,18,0,1,0,1
157,18,78,3,9.7,0,1,0,1,1,0,2545,22,1,0,2,1
100,17,71,2,10.0,0,0,1,0,1,2,2546,18,1,2,1,3
128,16,93,3,16.5,0,1,1,0,2,2,2547,21,0,0,0,2
107,26,76,2,9.3,1,0,0,1,2,0,2548,20,0,2,1,3
150,25,91,2,10.2,0,1,0,1,0,0,2549,22,1,0,1,4
226,26,79,4,4.7,0,0,0,0,2,2,2551,17,0,2,1,3
219,26,82,1,5.2,0,1,1,1,0,0,2552,22,1,0,2,2
172,23,96,2,11.5,0,1,1,1,1,2,2553,18,0,2,2,3
118,0,73,2,11.6,1,1,1,1,2,2,2554,16,0,1,0,1
144,14,84,2,6.6,0,1,1,1,1,2,2555,18,0,1,0,1
112,1,73,2,11.7,0,1,1,0,1,2,2556,18,0,2,1,1
271,39,87,4,18.8,0,1,1,1,1,2,2557,22,0,0,2,2
142,15,75,4,14.5,0,1,0,1,2,2,2559,22,0,2,0,1
207,30,77,3,11.6,0,1,0,1,1,2,2560,19,0,2,1,2
125,19,84,1,3.1,1,0,1,1,1,1,2561,21,0,1,0,1
176,10,76,2,10.6,0,0,0,0,1,2,2562,18,1,2,2,2
119,14,73,2,10.6,0,0,0,0,1,2,2563,16,1,1,0,1
138,14,73,3,7.8,0,0,0,1,1,0,2564,15,0,2,1,2
178,4,84,3,7.4,1,1,0,0,2,2,2565,17,1,2,1,1
177,14,93,4,14.7,0,0,1,0,0,2,2566,16,1,0,1,1
241,23,100,2,9.6,0,0,0,1,0,2,2567,16,0,2,1,1
137,15,75,3,10.2,0,1,0,0,1,0,2568,21,0,2,0,1
234,25,81,2,15.4,0,1,1,0,1,1,2572,15,1,0,2,3
158,22,75,2,5.1,0,0,0,0,0,0,2573,19,1,2,2,1
246,18,82,2,3.2,1,1,0,1,0,2,2574,21,1,0,0,1
110,18,80,3,8.2,0,0,1,1,0,1,2575,18,1,2,1,1
167,16,89,3,13.4,0,1,1,0,1,1,2576,20,0,2,1,1
225,16,94,2,0.9,0,1,1,1,0,0,2577,15,1,2,2,1
111,20,71,3,20.0,1,1,0,1,2,2,2578,18,0,2,2,1
136,30,73,2,13.9,0,0,1,0,1,0,2579,17,0,1,1,2
273,34,82,4,2.9,0,1,0,1,2,2,2580,16,1,2,2,3
103,0,71,3,18.5,0,0,1,1,2,2,2583,21,1,1,0,1
110,33,100,1,13.4,0,0,0,0,2,2,2585,15,0,0,1,2
127,13,77,3,11.6,0,0,1,0,2,1,2587,20,0,2,1,1
156,8,88,3,12.7,0,1,0,0,1,2,2588,22,1,2,0,1
153,8,78,2,3.0,1,1,0,1,2,1,2589,16,0,1,1,1
196,6,92,1,2.0,1,0,1,1,1,0,2590,16,1,2,1,1
227,39,100,2,18.2,1,1,1,0,1,0,2592,19,0,1,2,4
179,19,88,3,20.0,0,1,0,0,2,1,2593,16,0,1,1,1
228,27,82,3,8.2,0,0,0,0,1,1,2594,18,0,2,1,1
146,14,78,3,10.0,1,1,1,1,2,2,2596,19,0,2,0,1
137,35,95,2,10.7,0,0,0,1,0,0,2597,22,1,1,2,4
188,39,73,3,13.9,0,0,1,0,1,0,2598,16,0,0,1,2
248,20,84,1,0.6,0,1,0,1,0,0,2600,15,0,2,2,1
209,29,86,1,20.0,0,0,1,1,1,1,2601,15,0,0,2,3
247,22,86,2,9.6,0,1,1,1,1,0,2602,17,1,1,1,1
190,10,71,3,14.8,0,0,0,1,2,2,2603,22,0,0,1,1
100,25,76,1,18.4,1,0,0,1,1,2,2604,15,0,1,2,2
233,35,87,4,15.1,0,1,1,0,1,2,2605,16,0,2,1,4
253,28,83,3,7.2,0,1,1,1,0,0,2606,16,0,1,0,3
206,11,95,2,2.2,0,1,0,1,2,0,2608,15,1,0,2,1
172,20,83,3,10.0,1,1,1,1,1,1,2609,20,1,2,1,1
207,18,89,3,18.6,0,1,1,1,1,0,2610,15,0,1,2,2
182,17,64,3,11.1,0,1,1,1,1,0,2611,18,1,0,0,1
142,26,78,2,17.4,0,1,1,0,2,2,2612,19,1,2,1,2
177,26,94,3,16.1,0,1,1,1,2,0,2613,15,0,0,1,1
227,36,84,4,6.4,0,1,0,1,1,1,2614,18,1,1,1,4
158,15,100,3,7.2,0,0,1,1,2,1,2616,15,0,2,2,1
136,23,99,1,12.2,0,0,0,1,1,2,2617,18,0,0,2,4
247,30,93,4,5.2,0,0,1,1,0,2,2618,21,1,0,1,3
147,31,93,4,12.4,1,1,0,1,1,2,2619,18,0,1,0,2
103,17,59,1,5.0,1,0,0,1,2,2,2620,21,1,1,0,2
221,40,80,3,7.7,1,0,0,1,2,2,2621,22,0,2,1,3
111,19,76,3,11.7,0,1,0,1,0,0,2622,19,1,0,2,3
117,24,78,2,9.5,0,1,1,0,1,1,2623,16,1,2,1,1
189,29,89,2,8.6,0,0,1,0,1,0,2626,21,0,2,2,2
205,37,91,3,9.7,0,1,0,1,0,2,2627,20,1,2,1,5
123,22,96,2,11.8,0,1,1,1,2,2,2628,20,1,2,1,2
117,14,73,1,6.3,0,0,0,0,0,2,2629,19,0,1,0,1
129,28,73,2,6.9,0,0,1,0,1,2,2630,22,0,2,1,3
132,0,56,4,11.8,1,0,0,1,2,2,2631,22,0,2,2,1
211,10,84,2,15.5,1,0,1,1,1,2,2632,16,1,0,1,1
278,34,100,2,2.0,0,1,0,1,0,0,2635,17,1,0,2,3
214,23,84,1,10.8,0,1,1,1,1,2,2636,16,0,1,0,1
143,22,84,2,13.4,1,1,1,1,1,1,2637,18,1,2,2,1
202,15,73,2,18.7,0,1,1,1,2,0,2638,18,1,2,1,3
217,28,90,2,1.8,1,0,1,1,0,0,2639,16,0,2,0,2
158,29,90,1,6.1,0,1,1,1,1,0,2641,18,1,2,0,1
210,40,93,1,4.7,0,1,0,0,2,2,2642,16,1,0,1,2
233,27,78,1,8.9,0,1,1,1,0,2,2644,20,1,0,2,1
121,1,82,1,2.9,1,0,1,1,1,1,2645,20,1,2,2,1
156,16,87,2,7.2,1,1,1,1,2,1,2647,15,0,0,1,3
265,37,82,3,4.6,1,1,1,0,2,1,2648,16,1,2,1,3
138,11,59,2,7.1,0,0,1,1,0,1,2649,19,1,0,0,1
298,30,91,4,8.8,0,1,1,1,2,0,2651,17,0,0,2,3
144,15,77,1,6.3,0,1,0,1,1,2,2652,15,1,2,2,1
168,21,91,1,6.1,1,0,0,1,1,1,2653,17,1,0,2,2
209,19,74,4,6.8,0,1,1,0,1,2,2655,18,1,1,1,2
114,0,62,3,7.6,1,0,1,0,2,2,2656,15,0,1,1,1
102,11,69,2,13.0,0,1,1,0,1,1,2657,18,1,2,2,1
227,20,100,3,12.4,0,0,1,1,0,0,2658,19,1,1,1,2
234,20,95,1,5.3,0,1,0,1,0,2,2659,21,0,2,2,2
246,29,91,3,12.1,1,1,0,0,0,2,2660,21,1,0,1,2
192,27,84,3,9.9,0,1,1,1,1,2,2661,20,0,1,0,2
219,32,98,2,3.3,0,1,1,1,0,2,2663,21,1,0,1,3
150,23,78,4,8.7,1,0,0,0,1,2,2664,15,0,2,1,2
244,23,94,3,10.7,0,1,1,1,0,2,2665,22,1,1,0,1
115,10,77,4,11.3,0,1,1,0,1,1,2666,22,0,2,1,1
108,17,99,1,6.3,0,1,0,0,1,2,2667,15,1,2,1,1
176,25,91,2,10.2,0,0,0,1,2,1,2668,17,1,1,0,3
206,35,98,1,12.5,0,1,1,0,1,2,2669,18,1,1,0,5
237,36,83,2,3.1,0,0,0,1,0,1,2670,17,1,0,2,4
121,10,91,1,9.6,0,1,0,1,1,2,2671,15,1,2,0,2
143,16,79,3,13.3,1,0,1,1,2,1,2672,20,0,1,0,1
292,35,93,3,6.3,0,1,0,1,0,0,2673,17,1,1,1,4
171,29,100,2,5.1,1,0,0,1,0,0,2674,22,1,1,1,2
188,29,75,1,15.0,1,0,0,1,1,0,2675,15,1,0,2,4
188,20,87,4,10.9,0,0,0,1,2,0,2676,16,0,2,1,2
225,12,92,3,10.7,0,0,1,0,1,0,2677,18,1,1,1,1
222,26,83,3,6.2,1,1,0,0,0,1,2679,19,0,0,2,3
168,22,100,3,12.9,1,0,0,1,1,2,2680,17,1,2,0,1
142,17,96,2,5.1,0,1,0,1,2,2,2682,19,0,0,2,2
117,21,92,1,16.3,0,0,1,0,1,2,2683,16,1,1,1,1
195,33,100,3,1.3,0,1,0,1,1,2,2687,19,0,2,2,4
282,24,73,4,0.0,0,1,0,0,2,2,2688,21,0,2,2,1
283,19,76,5,17.2,1,0,1,1,2,2,2689,21,0,2,2,2
275,24,86,4,3.9,1,0,1,1,0,2,2690,15,1,1,2,2
179,19,86,2,10.7,0,0,1,1,0,0,2691,17,1,0,2,1
193,18,100,1,4.4,0,1,1,1,2,0,2692,15,0,1,1,1
168,17,82,4,5.2,0,1,1,0,1,1,2693,22,0,2,2,1
217,26,81,4,2.3,1,1,1,1,1,2,2694,16,0,2,0,1
144,16,87,3,14.9,0,0,1,1,0,2,2696,17,0,0,2,1
162,3,88,2,5.4,0,0,0,0,2,2,2697,22,1,0,0,1
176,23,83,4,9.4,0,1,1,0,1,0,2698,20,1,2,0,1
210,22,68,2,10.8,0,1,0,1,0,2,2699,15,1,2,2,2
152,32,74,4,12.7,0,1,0,0,2,2,2700,20,0,1,1,3
113,6,94,3,5.5,1,1,0,0,1,0,2701,16,1,2,1,1
143,1,84,4,2.1,0,1,0,0,2,2,2702,20,0,2,0,1
185,24,96,3,6.7,0,0,1,1,2,1,2704,17,0,1,0,2
218,14,76,2,11.4,0,0,0,1,1,1,2705,15,0,2,2,1
154,4,81,3,17.7,0,1,1,1,1,1,2706,21,0,0,2,1
232,38,89,4,8.6,0,1,1,0,0,2,2707,20,0,1,0,3
148,0,84,3,18.3,1,0,0,1,1,0,2709,18,0,0,1,1
198,17,84,3,13.7,1,1,1,1,1,1,2710,20,1,0,1,1
234,40,75,2,14.6,0,0,1,1,2,1,2711,19,1,2,1,4
186,16,72,2,16.6,1,1,0,1,1,2,2713,22,0,2,1,2
121,13,83,2,12.6,1,1,0,0,2,0,2714,15,1,1,2,1
247,15,100,3,12.8,0,1,0,0,0,0,2715,22,1,2,2,1
144,2,80,2,8.4,0,1,0,0,2,2,2716,22,0,2,1,1
243,35,78,3,6.2,0,1,1,1,1,1,2717,15,1,2,2,4
185,4,84,2,8.5,0,0,1,0,1,1,2718,17,0,1,0,1
184,23,77,2,11.1,0,1,1,1,1,0,2719,21,1,2,0,2
164,27,89,3,11.4,0,1,0,0,1,2,2720,21,0,2,2,1
163,6,82,3,14.4,0,0,1,1,0,1,2721,21,1,2,1,1
122,7,97,2,14.7,1,0,0,1,1,2,2722,18,1,2,0,1
176,31,95,1,6.4,1,0,0,0,1,1,2723,22,1,1,2,4
186,25,84,3,18.9,0,1,1,0,2,2,2724,19,0,0,2,3
220,18,94,3,9.9,0,0,1,0,0,0,2725,19,0,2,1,1
122,26,77,2,12.2,0,1,1,0,1,1,2726,21,0,2,1,4
143,28,83,4,7.3,0,0,0,1,2,2,2727,21,0,2,1,3
246,28,85,1,16.5,0,0,0,1,2,1,2728,17,0,2,1,2
291,21,99,4,8.7,1,0,1,1,0,0,2729,17,0,2,0,2
147,14,96,3,8.5,1,1,1,1,0,1,2730,17,1,0,1,1
105,16,88,3,20.0,0,0,0,1,1,2,2731,22,0,1,0,1
156,16,92,3,15.7,0,0,1,1,2,1,2732,22,0,1,2,1
189,29,94,3,10.3,1,1,0,0,2,0,2733,22,1,2,1,2
144,3,88,3,7.7,1,1,0,1,0,1,2734,18,1,2,1,1
186,7,74,2,8.9,0,1,1,1,1,2,2735,21,0,1,1,1
191,23,100,3,6.9,0,1,1,1,1,1,2736,22,1,2,1,2
140,12,99,2,15.9,0,1,1,1,1,2,2737,17,1,1,1,1
249,20,87,2,17.3,1,1,1,1,0,2,2738,18,1,1,0,3
237,25,94,2,15.6,0,0,0,1,2,0,2740,16,1,0,2,1
210,22,92,1,14.0,0,0,1,1,1,0,2741,17,1,0,0,1
139,23,80,2,5.6,0,0,1,1,1,2,2742,17,0,1,1,2
234,25,76,2,8.4,0,1,1,1,2,2,2743,22,1,0,1,2
218,22,90,4,12.4,0,1,0,1,0,2,2744,19,1,0,2,3
187,31,90,3,13.4,0,0,1,1,0,2,2745,17,0,2,1,2
161,7,90,4,7.0,0,1,0,1,0,2,2746,18,1,2,1,1
292,14,89,4,14.9,1,1,0,0,0,0,2748,17,0,2,2,1
115,7,90,5,20.0,0,1,0,0,2,1,2749,15,0,2,2,1
118,4,81,2,1.0,1,1,0,0,1,1,2750,19,0,0,0,1
172,19,82,3,7.3,0,1,1,0,2,0,2752,15,0,0,1,2
118,15,64,1,2.9,0,1,1,1,2,2,2753,18,0,1,0,1
215,13,85,3,8.8,1,1,1,1,0,0,2754,15,1,0,1,1
217,20,94,3,12.6,0,1,1,0,1,1,2755,20,1,2,0,2
144,10,86,2,17.6,0,0,1,0,2,2,2756,18,1,2,1,1
169,23,98,2,17.4,0,0,1,1,2,1,2757,19,0,0,0,1
147,8,80,3,8.4,0,0,0,1,0,0,2758,20,0,1,1,1
230,36,92,2,2.0,0,1,0,0,1,2,2759,16,0,0,1,3
229,9,95,5,11.4,1,1,1,1,0,2,2760,15,1,0,2,1
208,38,88,2,6.1,0,1,1,1,1,2,2762,16,0,2,2,5
103,10,70,2,14.3,1,0,0,0,1,2,2763,22,1,1,1,1
108,2,88,2,9.3,0,0,1,1,1,2,2764,18,0,1,2,1
125,17,99,4,10.3,0,1,0,1,0,2,2765,18,1,2,0,1
115,10,78,1,12.7,0,0,1,1,1,2,2766,16,0,1,0,1
151,10,91,2,10.3,0,1,0,0,1,2,2767,20,1,1,1,2
104,4,92,2,1.7,0,1,1,0,1,0,2768,22,0,1,0,1
117,40,90,3,7.5,0,0,1,1,1,1,2769,20,0,2,2,2
192,19,87,2,4.2,1,0,0,1,1,1,2770,19,0,2,2,1
141,0,76,1,15.0,0,0,0,0,0,2,2771,21,1,2,1,1
160,32,83,2,4.5,1,0,0,1,2,1,2772,16,1,1,1,4
107,20,84,2,7.4,0,1,1,1,2,1,2773,15,1,1,0,1
162,12,92,2,17.8,0,1,0,0,2,1,2774,22,1,2,1,1
208,14,90,2,6.9,0,1,1,1,2,2,2775,22,1,0,2,1
241,23,94,3,17.2,0,1,0,1,0,2,2777,17,0,2,2,2
112,0,89,1,10.0,0,1,1,0,1,0,2778,15,1,2,2,1
173,36,88,2,7.2,1,1,0,0,0,2,2779,19,1,0,2,3
172,15,76,3,9.2,1,0,1,1,2,0,2780,22,0,2,1,1
159,30,92,4,11.8,1,1,1,0,2,1,2782,22,1,0,2,3
239,16,75,4,0.0,1,1,1,1,1,1,2783,21,1,2,1,1
184,30,65,4,15.9,0,1,1,0,2,0,2784,15,1,2,1,3
177,14,99,3,5.5,0,1,0,0,0,2,2785,18,0,1,2,3
168,2,89,1,10.0,1,0,0,0,1,1,2786,18,1,0,1,1
188,17,91,4,14.2,0,1,1,1,1,2,2787,18,0,1,2,1
219,27,77,2,9.7,1,1,0,1,0,1,2788,21,0,0,1,3
180,16,92,2,17.0,0,1,0,0,2,2,2789,15,1,0,0,2
224,21,90,3,12.5,0,0,1,1,1,1,2790,21,1,1,0,5
191,31,70,4,10.0,0,1,0,0,0,1,2791,18,1,1,1,2
205,23,100,4,17.6,1,1,1,0,0,1,2792,20,0,0,2,3
198,14,87,3,7.1,0,1,1,0,1,1,2793,20,0,1,2,1
183,27,81,2,14.8,0,0,0,1,1,2,2794,19,1,0,1,3
182,22,81,2,17.3,0,1,1,0,0,2,2795,19,0,1,0,1
159,0,64,3,15.7,0,0,1,1,1,1,2796,15,0,2,0,1
246,29,94,3,0.0,0,1,0,0,2,2,2797,16,1,1,0,2
187,24,88,3,20.0,0,0,0,0,1,1,2798,16,0,0,2,1
154,26,95,3,14.0,0,1,1,1,1,1,2800,19,1,2,0,1
237,28,83,3,6.2,0,0,0,1,1,1,2802,15,0,2,2,2
129,2,73,2,7.6,0,0,0,0,1,2,2803,19,1,2,2,1
150,35,83,2,17.2,0,1,0,1,1,1,2805,18,1,2,1,3
182,13,82,3,7.1,0,1,1,1,0,1,2807,18,0,2,2,1
162,12,75,2,11.6,0,1,1,1,2,2,2808,17,1,2,1,1
106,15,96,3,8.5,0,1,0,0,2,1,2809,20,1,1,1,1
186,28,78,4,9.8,1,1,1,1,1,1,2812,22,1,2,2,1
124,20,95,2,7.9,0,0,1,1,2,2,2813,20,1,0,2,1
245,9,75,3,7.6,0,1,1,1,1,1,2814,17,1,2,0,1
125,25,78,3,7.9,0,0,0,1,0,1,2815,16,0,0,2,1
233,33,81,3,13.2,1,0,1,1,0,0,2816,21,0,1,1,3
210,30,76,3,1.5,0,0,1,0,0,2,2817,16,1,1,0,1
147,19,74,4,10.9,0,0,1,1,2,1,2819,15,0,0,1,1
155,27,83,1,16.9,0,1,1,1,1,1,2820,16,1,0,2,2
207,40,87,2,10.6,0,0,1,0,2,1,2821,21,1,2,0,3
195,13,80,2,7.0,0,0,1,0,0,0,2822,22,0,2,2,2
170,29,81,1,6.1,0,0,1,0,1,2,2823,20,0,2,2,2
167,5,82,2,8.6,0,0,1,1,0,2,2826,21,0,2,1,1
102,11,88,2,13.0,0,0,1,1,1,1,2827,15,1,1,1,2
239,16,94,4,12.7,0,0,1,1,0,0,2828,22,1,1,1,1
100,9,85,2,5.8,0,0,1,0,1,1,2829,15,1,2,2,1
170,9,97,3,5.2,0,1,1,1,0,2,2830,22,1,2,0,1
140,13,72,3,15.9,1,0,0,1,2,1,2831,19,1,2,2,1
141,13,78,2,6.6,1,0,1,0,1,2,2832,17,1,1,0,3
149,18,99,4,6.9,0,0,0,1,2,2,2833,16,0,2,1,2
136,2,79,2,16.1,1,1,1,0,0,2,2834,15,1,2,0,1
180,7,58,4,7.2,0,0,1,1,2,1,2835,17,0,2,1,1
104,17,78,1,16.1,0,1,0,0,2,2,2836,20,1,1,1,1
161,28,59,2,10.9,0,0,0,1,0,1,2838,20,1,0,0,1
113,17,93,3,9.3,0,0,1,0,1,2,2839,22,0,2,2,2
122,12,79,2,8.6,0,0,1,1,1,1,2842,20,0,1,0,2
177,15,72,3,9.2,0,1,1,1,2,0,2843,16,0,0,2,1
178,28,74,2,7.7,0,1,1,1,2,0,2844,18,1,2,1,3
107,12,90,1,6.0,0,0,0,1,1,2,2846,20,0,1,1,3
161,31,82,1,8.3,0,1,1,1,1,0,2847,19,1,0,2,2
197,20,81,4,8.1,0,0,0,1,0,2,2848,22,0,1,0,1
112,6,94,2,13.2,1,0,1,1,2,1,2851,21,0,1,0,2
161,19,95,1,8.7,0,1,0,0,1,1,2852,20,1,2,1,1
197,26,88,4,8.2,0,1,1,1,0,1,2854,16,0,1,0,3
206,23,75,4,10.8,0,1,0,1,1,0,2855,16,1,2,0,2
130,14,79,2,8.3,0,0,1,0,2,1,2856,21,0,2,1,1
224,27,81,4,14.4,0,0,1,1,2,2,2857,15,0,2,2,2
101,19,90,2,14.1,0,1,1,1,2,2,2859,19,1,1,0,1
213,20,80,3,17.4,0,1,1,1,2,0,2860,15,1,0,1,1
193,24,97,2,10.6,0,0,0,0,0,0,2861,21,0,2,0,1
184,25,93,2,2.0,0,1,1,1,2,2,2862,18,0,0,1,2
215,25,93,1,8.9,1,1,0,1,2,2,2864,17,0,2,1,1
142,0,76,3,6.3,0,0,0,1,2,1,2865,19,0,2,2,1
157,23,100,3,0.0,0,1,1,1,2,1,2866,16,1,1,1,2
253,32,90,4,11.7,1,1,0,1,2,2,2867,19,1,2,2,3
197,28,89,2,13.0,1,1,0,1,2,1,2868,22,0,2,0,1
180,16,79,2,15.9,0,0,0,1,0,1,2869,20,0,2,0,1
215,36,91,4,14.0,0,1,1,1,0,2,2871,15,0,1,1,4
136,29,84,2,12.3,0,1,0,0,2,1,2872,18,0,1,1,2
204,22,79,3,19.1,0,0,1,1,0,1,2873,17,0,0,1,1
165,20,70,1,5.6,0,1,1,1,0,2,2874,21,1,2,1,3
367,40,84,4,2.0,0,1,1,1,2,2,2875,19,1,2,1,5
233,11,99,3,5.0,1,0,1,1,1,1,2876,20,1,1,2,1
237,22,82,4,17.5,0,0,0,0,0,2,2877,16,0,0,2,2
164,28,97,4,18.6,1,1,0,1,1,0,2879,21,1,0,0,2
200,25,75,1,9.4,0,0,1,1,1,1,2880,16,1,1,2,2
226,23,80,3,7.8,0,1,1,1,2,2,2882,18,0,2,1,1
154,21,100,2,10.2,0,1,1,1,1,2,2884,20,0,1,0,3
255,19,96,5,19.1,0,1,1,1,0,2,2885,21,0,2,0,2
248,37,100,3,13.8,1,1,0,1,1,0,2888,17,1,0,2,3
117,11,83,2,18.6,1,1,0,0,2,1,2889,15,0,1,0,1
142,18,90,5,2.5,0,1,0,1,0,1,2890,22,1,1,1,1
129,4,97,2,13.9,0,0,1,1,0,0,2893,18,1,1,0,1
157,9,88,3,20.0,0,1,0,0,2,0,2894,18,1,0,2,1
256,20,100,4,5.2,0,0,0,1,2,1,2895,16,0,0,1,2
185,13,77,3,11.8,0,0,1,0,0,2,2897,16,1,2,0,1
167,35,78,2,4.3,0,1,1,1,2,2,2898,22,0,2,1,3
151,27,84,1,5.9,0,1,0,1,2,1,2899,15,0,2,1,2
128,23,75,3,9.6,0,0,1,0,1,1,2900,18,0,0,2,4
177,19,74,5,9.8,0,0,0,1,1,2,2901,18,1,2,2,1
150,16,78,3,6.8,1,0,1,0,1,0,2903,17,0,2,0,1
205,22,88,4,14.0,1,1,1,1,0,2,2904,20,1,0,1,2
187,22,88,2,7.7,0,1,0,1,1,2,2905,22,1,2,2,3
207,29,81,1,14.3,0,1,1,0,2,0,2906,15,1,0,2,3
123,21,95,3,3.7,0,1,1,1,2,1,2907,19,0,2,2,2
170,15,73,2,7.3,0,1,1,1,2,1,2908,17,1,2,0,1
234,20,91,2,12.9,0,0,0,1,2,2,2909,20,1,2,2,2
192,27,88,3,9.4,1,1,0,1,2,1,2910,18,1,2,1,3
183,27,84,3,14.3,0,1,1,1,0,0,2911,19,1,1,1,2
140,13,70,2,2.7,0,1,1,0,1,2,2912,16,1,1,1,1
164,4,92,2,1.8,0,1,0,1,2,1,2913,15,0,0,1,1
117,13,88,2,7.0,0,1,0,1,0,1,2914,22,1,2,2,1
116,20,74,2,2.7,0,0,0,1,1,2,2915,16,0,0,2,1
186,37,92,1,9.1,0,0,0,1,0,2,2916,18,0,1,0,2
245,15,92,3,5.3,0,1,1,1,0,2,2917,17,1,2,0,2
166,15,72,1,3.8,0,1,0,0,2,2,2918,22,0,2,0,3
118,11,73,3,10.6,0,1,1,1,1,1,2919,22,1,1,1,2
197,34,97,1,9.4,0,0,0,1,0,1,2920,16,0,1,0,2
100,13,83,3,6.0,0,1,0,0,1,2,2921,18,0,2,1,1
192,13,80,2,6.5,0,1,1,1,2,1,2922,22,0,2,1,1
200,27,78,2,13.6,0,1,1,1,0,0,2923,16,1,2,2,2
190,17,80,3,20.0,0,1,1,1,0,1,2924,15,0,1,1,2
115,4,76,1,11.5,0,0,1,1,1,2,2925,16,0,2,0,1
239,17,80,3,20.0,0,1,0,0,1,1,2926,15,0,2,0,1
116,16,90,3,13.5,0,0,1,0,1,2,2929,19,0,2,1,1
122,13,69,1,6.4,0,0,1,1,1,1,2930,17,0,2,1,1
152,20,84,1,4.9,1,1,0,1,2,1,2931,16,0,1,2,2
167,22,81,2,6.8,0,1,1,0,0,2,2933,20,0,2,0,2
115,16,77,2,7.3,0,0,1,0,1,2,2934,18,1,0,0,1
218,31,83,3,20.0,0,1,0,1,0,1,2935,19,1,0,1,2
149,18,100,2,10.2,0,0,1,1,0,1,2936,21,1,2,1,1
111,5,76,3,19.9,1,1,1,1,1,2,2937,17,1,1,1,1
131,10,74,2,7.8,0,0,1,1,1,2,2938,22,0,2,1,2
205,40,96,1,10.6,0,1,0,1,1,2,2940,16,1,1,2,4
105,22,64,4,7.9,0,0,0,1,2,0,2941,20,0,2,0,2
122,8,74,2,16.3,0,1,1,1,2,2,2942,16,0,1,1,1
143,11,85,2,7.7,0,1,1,1,2,1,2944,17,0,2,2,1
294,17,100,3,5.1,1,1,1,1,0,2,2946,22,0,0,2,2
190,22,88,5,11.7,0,0,0,0,0,2,2947,18,0,0,1,2
160,17,77,3,9.4,0,0,0,1,2,1,2948,22,0,2,1,1
196,29,83,2,9.7,0,0,1,1,2,0,2949,19,0,1,0,1
137,16,71,1,10.5,0,1,1,1,0,2,2950,17,1,2,1,1
177,4,96,4,13.4,1,1,1,0,0,1,2951,15,1,2,0,1
134,14,87,2,16.8,0,1,0,0,1,1,2952,15,0,2,0,2
186,12,96,3,11.6,0,1,0,0,2,1,2953,15,0,2,0,1
196,22,97,3,11.8,0,1,1,1,1,0,2954,18,1,1,1,1
157,2,74,3,5.8,0,0,1,1,0,2,2956,17,1,2,1,1
181,13,84,2,15.9,0,1,0,1,1,2,2957,15,1,2,1,1
151,14,84,3,4.3,1,1,0,1,2,1,2959,17,0,2,1,2
109,21,91,2,6.0,0,0,0,1,2,1,2960,21,1,2,1,1
233,23,86,3,3.1,0,0,0,0,0,1,2961,16,1,2,0,2
120,19,82,3,13.6,0,1,0,1,1,1,2962,18,1,2,2,1
180,14,84,3,5.9,0,1,0,1,1,0,2963,17,0,1,1,2
162,21,91,1,15.6,0,1,0,0,2,1,2964,22,0,2,1,3
131,23,86,1,13.4,0,0,1,0,2,1,2967,19,0,2,1,1
163,28,88,4,12.6,0,1,0,1,2,1,2969,18,1,2,1,4
235,28,77,3,4.9,0,1,0,1,0,2,2971,16,0,2,2,2
186,20,86,3,8.8,1,0,1,1,2,1,2973,22,0,1,0,1
174,24,100,2,9.7,1,1,1,0,1,0,2975,20,1,1,0,3
236,13,79,5,8.8,0,0,1,1,2,1,2976,17,1,0,2,1
137,29,99,3,11.9,0,1,1,1,2,1,2977,21,1,2,0,1
223,7,88,4,2.2,0,1,0,1,0,1,2978,19,0,2,1,1
232,18,71,4,5.5,1,1,1,0,1,2,2979,21,0,2,1,1
236,24,86,3,9.2,0,1,1,1,2,0,2980,21,1,1,0,3
195,25,95,2,12.0,1,0,1,1,1,1,2981,19,0,1,1,1
161,33,80,2,10.7,0,0,1,1,2,0,2982,18,0,1,1,5
167,2,70,1,7.9,0,1,1,1,0,2,2983,22,1,0,2,1
